days_to_maturity,avg_temperature_C,min_temperature_C,max_temperature_C,humidity_percent,co2_ppm,light_intensity_lux,photoperiod_hours,irrigation_mm,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha,pest_severity,pH,yield_kg_per_m2,variety_Beefsteak,variety_Cherry,variety_Heirloom,variety_Roma
85.0,21.3,19.7,23.0,80.9,898.0,25063.0,10.0,5.6,168.0,84.0,199.0,0.7,6.8,12.33,1,0,0,0
78.0,25.6,24.8,27.3,79.5,636.0,36852.0,15.0,9.9,172.0,119.0,215.0,1.7,6.8,13.15,0,1,0,0
86.0,22.6,21.1,24.5,74.5,782.0,34296.0,10.0,7.5,199.0,54.0,223.0,0.8,6.9,17.73,1,0,0,0
64.0,25.1,23.3,27.4,72.1,574.0,25831.0,10.0,8.4,154.0,71.0,170.0,1.3,6.1,13.43,0,1,0,0
82.0,25.8,23.2,28.7,74.0,800.0,16207.0,10.0,5.8,238.0,65.0,215.0,1.4,7.0,19.11,0,0,0,1
71.0,22.6,20.9,24.9,79.7,983.0,31106.0,10.0,3.4,179.0,57.0,214.0,2.3,6.1,15.86,0,0,0,1
72.0,24.0,22.4,25.2,82.4,790.0,18872.0,10.0,7.8,160.0,89.0,240.0,0.0,7.1,14.85,0,1,0,0
70.0,23.0,21.9,25.2,82.3,867.0,23847.0,10.0,9.7,217.0,87.0,230.0,3.9,5.9,10.96,1,0,0,0
66.0,26.5,24.7,28.3,69.3,1021.0,34861.0,14.4,6.0,164.0,58.0,216.0,3.3,6.5,17.77,1,0,0,0
90.0,25.1,22.9,26.5,92.8,956.0,24372.0,15.8,5.8,,,,2.2,7.1,18.45,0,0,0,1
66.0,24.0,22.6,26.3,74.4,757.0,37804.0,15.9,7.6,,,,1.3,7.4,17.16,1,0,0,0
68.0,22.5,19.7,25.5,75.4,848.0,25465.0,10.0,5.8,193.0,67.0,192.0,0.0,6.9,15.78,0,0,0,1
63.0,25.4,24.2,27.8,60.8,648.0,27010.0,11.8,8.5,162.0,103.0,160.0,0.7,6.1,14.84,0,0,1,0
69.0,24.2,23.0,25.5,67.1,1032.0,30795.0,11.7,8.4,171.0,70.0,229.0,1.9,6.8,13.32,1,0,0,0
80.0,20.6,18.1,23.6,75.8,1142.0,29807.0,12.4,6.5,240.0,109.0,243.0,2.9,6.5,12.37,0,0,0,1
65.0,25.0,23.4,26.3,68.3,878.0,30670.0,13.3,8.1,171.0,64.0,244.0,2.6,6.0,16.01,1,0,0,0
87.0,24.0,21.8,26.4,85.0,658.0,44221.0,16.0,4.5,189.0,69.0,236.0,0.8,6.2,26.49,0,0,0,1
81.0,23.0,22.0,25.0,77.1,1013.0,41655.0,15.7,4.8,160.0,71.0,182.0,0.2,7.6,22.43,0,0,0,1
81.0,,,,,,,10.0,8.0,196.0,83.0,204.0,2.5,5.8,12.52,0,1,0,0
75.0,26.8,24.2,28.8,90.7,812.0,30999.0,12.5,3.9,191.0,105.0,164.0,0.8,6.4,17.97,0,0,0,1
87.0,23.1,20.5,24.8,83.5,836.0,29630.0,13.9,8.0,206.0,80.0,194.0,1.2,6.2,15.83,0,1,0,0
62.0,,,,,,,13.5,8.6,200.0,67.0,221.0,0.9,6.4,15.86,0,0,1,0
89.0,25.3,22.1,27.4,78.4,1108.0,27778.0,12.3,7.2,178.0,118.0,212.0,4.1,6.4,14.53,1,0,0,0
79.0,,,,,,,10.0,8.9,,,,1.1,7.2,8.99,1,0,0,0
62.0,25.8,24.3,27.9,74.5,924.0,42805.0,15.8,6.8,153.0,68.0,154.0,0.6,5.7,20.93,0,0,0,1
68.0,23.3,22.2,24.4,78.6,980.0,21859.0,10.0,7.0,211.0,82.0,155.0,0.8,6.6,14.56,0,0,0,1
68.0,27.2,26.0,30.0,76.9,863.0,35868.0,14.6,9.7,153.0,80.0,179.0,0.0,6.9,10.26,0,1,0,0
67.0,25.0,23.7,27.0,76.4,761.0,25505.0,10.8,7.5,173.0,67.0,229.0,2.2,6.2,12.49,0,0,1,0
82.0,25.9,24.8,27.9,67.5,834.0,14259.0,10.0,10.0,166.0,52.0,165.0,2.7,7.4,12.02,0,0,0,1
70.0,24.9,23.8,26.2,72.7,910.0,22285.0,10.0,8.3,157.0,116.0,205.0,1.3,6.4,17.25,0,0,1,0
60.0,24.2,22.2,26.2,65.2,824.0,24899.0,10.0,7.7,213.0,90.0,164.0,3.0,6.6,10.6,0,1,0,0
90.0,23.5,21.4,24.6,91.7,668.0,37641.0,11.1,7.7,249.0,66.0,222.0,0.5,5.9,20.23,0,1,0,0
90.0,22.7,21.0,25.1,81.5,1017.0,34148.0,14.3,6.5,,,,3.7,6.8,15.0,0,0,1,0
61.0,27.3,26.3,28.5,84.3,708.0,22677.0,10.0,9.3,227.0,59.0,169.0,1.6,5.8,12.15,0,0,0,1
86.0,24.3,22.9,25.3,67.8,1104.0,23542.0,14.7,6.7,166.0,67.0,157.0,1.2,5.9,19.24,0,0,0,1
77.0,23.3,21.1,25.3,73.0,765.0,31702.0,13.1,4.9,192.0,94.0,213.0,0.0,6.4,23.8,0,0,1,0
82.0,26.7,24.9,29.5,76.0,700.0,27134.0,12.0,7.5,196.0,65.0,224.0,1.1,6.5,16.33,1,0,0,0
84.0,25.8,24.2,27.6,86.5,856.0,22728.0,10.0,8.8,229.0,75.0,250.0,2.0,7.0,11.55,0,0,1,0
69.0,25.5,23.2,27.4,80.2,954.0,33389.0,10.0,7.5,184.0,64.0,161.0,0.0,7.1,17.7,1,0,0,0
81.0,24.1,22.4,25.6,64.8,703.0,32056.0,14.6,6.0,158.0,74.0,213.0,2.0,6.6,23.22,0,0,0,1
86.0,25.4,23.2,28.4,70.0,703.0,24092.0,10.0,4.8,228.0,117.0,196.0,3.6,5.9,18.05,0,1,0,0
71.0,23.3,20.1,25.4,84.9,869.0,9216.0,10.0,6.8,168.0,117.0,166.0,2.4,6.2,11.5,0,0,0,1
68.0,24.5,23.0,25.6,76.0,684.0,32947.0,15.2,7.0,209.0,75.0,218.0,1.2,6.3,20.99,0,1,0,0
77.0,27.3,25.2,29.5,75.5,708.0,37203.0,14.0,6.4,165.0,109.0,191.0,1.7,6.3,19.32,1,0,0,0
88.0,,,,,,,14.4,9.3,220.0,86.0,164.0,1.2,7.5,18.79,0,0,1,0
81.0,24.0,22.6,25.3,66.9,1000.0,20592.0,10.0,5.4,,,,2.1,5.9,16.45,0,0,1,0
87.0,25.9,24.3,28.6,82.8,985.0,39062.0,15.6,10.3,225.0,101.0,197.0,2.9,6.8,18.28,1,0,0,0
76.0,,,,,,,10.3,7.8,201.0,89.0,185.0,3.4,6.3,16.56,0,0,1,0
84.0,24.8,21.1,26.9,71.7,630.0,36539.0,13.2,7.2,,,,1.4,,16.55,0,1,0,0
70.0,26.0,24.9,27.3,68.9,863.0,12725.0,10.0,8.9,,,,2.8,7.9,13.23,0,0,0,1
76.0,26.0,24.7,27.7,83.2,952.0,31507.0,15.6,6.7,206.0,100.0,186.0,2.9,6.0,17.07,1,0,0,0
61.0,,,,,,,15.7,5.2,178.0,83.0,169.0,4.0,7.0,22.03,1,0,0,0
77.0,21.7,19.9,23.4,86.6,917.0,50442.0,14.4,5.8,205.0,115.0,228.0,2.0,7.2,21.51,0,0,0,1
73.0,22.6,21.4,24.3,64.9,823.0,26775.0,10.0,7.6,193.0,115.0,239.0,4.2,5.9,15.96,0,0,0,1
65.0,21.5,19.1,22.6,64.1,628.0,17061.0,10.0,7.4,168.0,71.0,226.0,3.0,5.8,14.12,0,0,0,1
86.0,24.0,21.7,26.2,68.3,958.0,22683.0,10.0,7.9,164.0,53.0,159.0,3.0,6.3,13.69,0,0,0,1
85.0,,,,,,,11.1,7.8,232.0,111.0,181.0,1.6,6.4,12.75,0,0,1,0
64.0,23.9,22.4,25.8,70.8,697.0,38068.0,15.9,8.1,233.0,102.0,183.0,0.7,6.6,18.35,0,0,0,1
82.0,24.1,20.2,27.3,81.6,811.0,35398.0,15.5,4.8,214.0,83.0,205.0,1.2,6.2,23.68,1,0,0,0
66.0,25.6,23.9,26.7,72.8,725.0,20874.0,10.0,8.1,234.0,99.0,229.0,1.0,6.3,15.2,0,0,1,0
72.0,28.0,25.8,30.3,70.7,664.0,36852.0,15.7,9.9,160.0,78.0,200.0,2.2,6.3,13.2,0,1,0,0
67.0,19.6,18.6,21.0,65.7,872.0,24725.0,10.0,4.2,223.0,55.0,154.0,0.0,6.3,20.13,0,1,0,0
76.0,24.9,23.5,26.0,70.4,641.0,34862.0,13.6,9.7,215.0,105.0,206.0,0.7,6.5,14.64,1,0,0,0
82.0,23.4,21.4,25.1,80.2,1025.0,36460.0,16.0,7.9,225.0,64.0,183.0,2.9,6.3,16.61,0,1,0,0
72.0,23.0,20.7,25.1,69.9,1012.0,12411.0,10.0,8.0,223.0,99.0,229.0,3.3,5.7,17.43,0,0,1,0
89.0,25.0,22.8,26.3,89.8,892.0,28024.0,10.0,8.3,190.0,73.0,172.0,0.9,6.3,15.18,0,0,0,1
83.0,23.0,21.7,25.0,87.4,915.0,33223.0,12.5,5.7,,,,4.5,7.6,19.5,0,0,0,1
81.0,24.3,22.1,25.9,60.6,760.0,38409.0,15.9,9.8,222.0,116.0,208.0,2.8,6.8,12.34,0,0,1,0
86.0,20.7,18.0,24.1,71.7,788.0,16940.0,10.0,6.5,181.0,59.0,175.0,1.2,7.3,12.25,0,1,0,0
63.0,23.6,21.6,25.3,80.7,751.0,21832.0,10.0,2.9,248.0,71.0,175.0,0.0,6.2,15.83,0,0,1,0
79.0,,,,,,,14.7,6.3,207.0,92.0,189.0,2.2,6.8,18.99,0,0,1,0
74.0,25.1,23.7,27.0,77.2,904.0,37456.0,15.3,7.0,241.0,120.0,209.0,2.8,7.0,18.99,1,0,0,0
64.0,21.8,20.5,23.3,83.7,1025.0,43297.0,13.7,6.8,231.0,85.0,186.0,0.3,5.8,24.57,0,1,0,0
74.0,26.2,24.0,27.4,84.0,932.0,37803.0,14.2,7.5,246.0,96.0,180.0,3.6,6.1,19.62,0,0,1,0
89.0,27.6,26.0,29.4,64.5,589.0,33352.0,14.3,9.4,213.0,90.0,210.0,2.2,5.7,16.2,0,0,0,1
60.0,27.6,26.0,28.9,75.4,590.0,34850.0,15.8,3.5,207.0,78.0,195.0,2.6,6.4,16.91,0,0,1,0
61.0,28.1,26.5,29.3,84.6,1084.0,21725.0,10.1,6.1,188.0,59.0,154.0,2.4,6.6,16.49,1,0,0,0
81.0,25.7,24.3,26.9,91.4,843.0,19664.0,10.1,6.0,214.0,70.0,164.0,2.7,,17.23,0,1,0,0
83.0,27.2,25.1,29.4,72.2,706.0,23222.0,10.0,5.7,196.0,118.0,152.0,0.9,6.4,19.31,0,0,0,1
69.0,26.5,24.3,29.8,83.3,1167.0,29329.0,13.8,5.4,216.0,97.0,156.0,1.2,6.8,22.26,0,0,1,0
73.0,25.2,22.7,26.9,78.8,670.0,29701.0,14.9,6.6,249.0,96.0,170.0,0.0,6.6,18.73,0,0,1,0
69.0,22.7,20.3,25.1,64.0,717.0,34878.0,16.0,5.8,182.0,112.0,217.0,6.2,6.3,16.24,0,0,0,1
76.0,26.1,25.0,27.7,82.9,695.0,40845.0,15.9,6.3,157.0,55.0,250.0,1.1,6.8,24.41,0,0,0,1
71.0,26.8,25.3,27.9,79.5,1055.0,48867.0,16.0,5.6,163.0,112.0,227.0,5.1,6.5,17.35,0,1,0,0
62.0,23.8,22.7,25.0,72.3,925.0,38834.0,15.9,6.4,182.0,60.0,178.0,2.6,6.1,20.23,0,1,0,0
70.0,26.0,24.7,28.5,76.4,901.0,26536.0,11.0,10.7,179.0,117.0,238.0,1.4,6.1,12.64,0,0,1,0
61.0,24.5,23.1,26.2,87.1,668.0,40555.0,15.9,7.7,231.0,95.0,181.0,1.0,5.8,17.63,0,1,0,0
77.0,26.1,23.1,28.5,64.1,841.0,22833.0,10.0,10.0,209.0,112.0,177.0,0.5,6.1,12.69,0,1,0,0
74.0,25.1,23.7,26.5,68.4,1056.0,27342.0,11.8,8.8,,,,0.5,7.7,14.77,0,1,0,0
82.0,27.9,26.2,30.2,67.6,858.0,23236.0,10.3,9.8,,,,1.5,7.1,10.58,0,0,0,1
73.0,26.1,24.0,29.1,82.1,925.0,30098.0,10.1,6.0,220.0,119.0,226.0,2.0,6.8,17.37,1,0,0,0
67.0,24.1,23.1,27.3,74.4,681.0,37801.0,15.6,8.2,177.0,57.0,171.0,0.4,5.8,17.44,0,0,0,1
76.0,25.7,24.7,27.7,82.1,690.0,41251.0,15.7,6.5,157.0,56.0,249.0,1.0,6.5,24.28,0,0,0,1
78.0,23.8,22.5,25.0,67.7,815.0,27685.0,10.9,5.3,196.0,69.0,165.0,1.3,5.7,17.37,0,0,0,1
88.0,26.0,24.5,28.0,63.6,606.0,40555.0,15.9,10.1,157.0,65.0,165.0,0.3,6.6,12.67,0,1,0,0
65.0,,,,,,,13.4,4.9,169.0,115.0,165.0,1.9,7.1,17.39,0,0,1,0
83.0,26.4,24.7,27.9,72.8,751.0,23839.0,10.0,9.8,237.0,74.0,173.0,0.0,6.4,14.86,0,0,0,1
84.0,,,,,,,10.1,6.1,190.0,107.0,163.0,1.7,7.0,18.56,0,0,1,0
66.0,25.0,23.9,26.6,69.7,822.0,33717.0,13.0,7.3,194.0,89.0,172.0,1.2,7.4,20.52,1,0,0,0
85.0,25.1,23.3,26.2,74.1,938.0,35398.0,13.6,8.6,156.0,66.0,179.0,1.8,5.4,13.29,0,0,1,0
78.0,23.8,22.0,25.0,81.6,902.0,39455.0,15.9,8.9,206.0,118.0,227.0,1.2,6.2,16.18,0,0,1,0
74.0,24.7,23.2,25.8,90.6,617.0,34586.0,13.2,8.1,189.0,55.0,223.0,3.3,5.4,16.84,1,0,0,0
74.0,24.5,23.4,26.2,76.4,714.0,39872.0,15.9,9.2,175.0,91.0,215.0,5.8,6.8,15.07,1,0,0,0
66.0,24.0,21.8,25.6,78.0,813.0,33542.0,13.5,6.1,238.0,87.0,162.0,0.3,6.4,21.95,1,0,0,0
61.0,26.3,25.0,27.4,75.3,963.0,29253.0,10.0,13.2,186.0,101.0,192.0,1.5,6.2,13.95,1,0,0,0
60.0,24.7,23.0,26.2,75.5,705.0,17133.0,10.0,5.7,190.0,119.0,170.0,1.5,7.5,18.61,1,0,0,0
81.0,24.5,23.4,26.2,65.1,720.0,26736.0,10.0,5.8,155.0,76.0,232.0,1.9,6.2,15.96,0,0,0,1
67.0,23.8,22.1,25.0,80.2,833.0,16285.0,10.0,8.5,186.0,106.0,177.0,1.2,6.8,11.33,0,0,0,1
89.0,23.1,21.9,24.7,81.5,1048.0,41369.0,16.0,9.8,213.0,118.0,152.0,0.0,6.4,15.37,1,0,0,0
63.0,24.3,23.2,25.9,69.7,649.0,42349.0,15.1,6.4,224.0,82.0,231.0,1.9,6.5,20.6,0,0,1,0
71.0,24.7,23.5,26.3,86.8,737.0,26926.0,10.0,5.2,,,,1.3,7.0,22.53,0,0,0,1
83.0,26.9,24.3,30.0,76.6,1028.0,37235.0,16.0,8.6,197.0,78.0,180.0,2.1,6.5,13.61,0,0,0,1
60.0,22.8,19.6,24.4,83.5,567.0,20703.0,10.0,5.7,210.0,115.0,235.0,0.1,6.7,18.97,0,1,0,0
85.0,24.1,22.5,25.4,82.9,941.0,15800.0,10.0,8.8,184.0,101.0,203.0,4.2,6.1,11.63,0,1,0,0
63.0,23.8,22.3,25.3,76.2,1028.0,35240.0,15.4,8.6,190.0,90.0,164.0,1.0,6.9,15.22,0,0,0,1
72.0,24.9,22.9,27.1,88.8,,20780.0,10.0,8.1,166.0,94.0,238.0,3.4,5.4,11.8,0,1,0,0
67.0,26.3,25.3,27.8,79.8,683.0,37095.0,10.3,9.7,229.0,69.0,222.0,0.1,6.6,18.52,0,0,0,1
75.0,28.2,25.5,31.2,71.7,648.0,36741.0,15.3,6.0,227.0,108.0,158.0,2.1,5.9,16.07,0,0,0,1
81.0,24.1,22.6,25.3,58.1,646.0,43087.0,14.7,9.5,227.0,100.0,226.0,3.6,7.1,13.63,1,0,0,0
67.0,26.7,25.5,28.6,74.8,866.0,46387.0,15.2,5.6,179.0,113.0,151.0,1.9,6.4,22.92,0,0,1,0
64.0,,,,,,,11.9,6.9,171.0,106.0,186.0,0.0,6.7,20.15,0,0,0,1
86.0,27.8,25.6,30.8,69.9,851.0,24830.0,11.2,6.9,245.0,51.0,166.0,2.0,7.2,18.93,0,1,0,0
62.0,26.4,25.2,27.7,78.5,979.0,20809.0,11.7,7.0,,,,3.6,6.4,16.69,0,0,0,1
63.0,23.7,21.9,25.0,69.2,908.0,24677.0,10.1,9.0,175.0,106.0,195.0,1.2,6.8,9.08,0,1,0,0
83.0,24.7,22.5,27.4,69.8,873.0,37587.0,13.1,4.7,158.0,81.0,168.0,1.6,7.3,19.72,0,0,1,0
71.0,25.0,23.3,26.0,75.7,458.0,26092.0,10.0,5.3,228.0,56.0,175.0,5.1,7.1,16.89,0,0,0,1
87.0,24.9,21.3,26.5,80.1,435.0,34354.0,14.7,8.8,178.0,56.0,223.0,1.8,6.9,11.91,0,1,0,0
79.0,24.3,22.6,25.6,83.2,729.0,24868.0,10.7,8.5,209.0,108.0,160.0,2.6,6.8,12.13,1,0,0,0
61.0,23.7,22.6,26.5,86.7,898.0,20838.0,11.6,4.0,222.0,104.0,217.0,2.4,5.9,16.72,1,0,0,0
60.0,29.7,27.0,32.9,80.5,956.0,34333.0,13.4,11.2,205.0,107.0,168.0,3.8,6.3,12.65,0,0,0,1
81.0,27.6,26.1,29.2,64.0,750.0,41360.0,15.5,7.2,166.0,118.0,179.0,2.1,5.9,20.36,1,0,0,0
72.0,27.1,25.2,29.0,79.1,966.0,33253.0,13.7,9.3,209.0,103.0,215.0,2.0,6.6,16.65,0,1,0,0
61.0,25.0,23.1,26.8,74.4,670.0,23607.0,10.0,11.3,206.0,106.0,203.0,1.1,6.5,12.9,1,0,0,0
75.0,25.9,24.1,27.0,68.1,1140.0,18099.0,10.0,8.5,,,,4.4,7.6,10.57,0,0,0,1
76.0,22.2,20.0,24.1,74.5,680.0,31207.0,10.1,8.9,178.0,106.0,175.0,4.9,5.8,12.84,1,0,0,0
71.0,25.8,23.5,28.3,82.6,901.0,21280.0,10.0,5.9,180.0,101.0,171.0,2.3,7.0,19.79,0,1,0,0
60.0,24.3,23.2,25.6,70.8,796.0,24364.0,10.0,7.3,,,,0.8,6.6,20.08,0,1,0,0
72.0,25.1,21.9,26.6,76.8,901.0,45196.0,15.2,7.8,235.0,110.0,188.0,0.9,5.9,21.94,0,0,1,0
81.0,24.0,22.5,25.8,78.0,863.0,32328.0,10.8,9.3,166.0,75.0,183.0,1.0,5.9,15.19,1,0,0,0
86.0,25.7,23.3,27.7,53.7,992.0,30723.0,12.6,7.9,203.0,102.0,242.0,1.3,6.3,15.73,0,0,1,0
87.0,27.9,24.6,30.0,68.9,892.0,18268.0,10.0,5.2,,,,0.4,6.3,20.83,0,1,0,0
70.0,23.5,22.3,24.9,72.1,1092.0,32085.0,13.4,8.3,201.0,70.0,157.0,2.7,7.0,15.36,0,0,0,1
87.0,,,,,,,10.0,9.6,200.0,57.0,242.0,1.9,6.4,12.13,1,0,0,0
73.0,25.0,23.8,27.4,56.9,955.0,29365.0,10.3,5.6,186.0,74.0,153.0,0.9,6.6,22.02,1,0,0,0
89.0,23.6,21.2,26.0,81.1,815.0,19473.0,10.0,9.5,,,,1.1,6.4,11.26,0,0,1,0
60.0,25.3,24.3,27.5,71.2,805.0,41244.0,15.6,8.2,156.0,118.0,191.0,0.0,6.8,17.36,0,0,1,0
71.0,26.9,25.7,29.1,94.5,848.0,23939.0,10.0,8.3,200.0,84.0,234.0,0.0,7.4,13.99,0,0,0,1
77.0,23.0,20.7,25.0,66.6,1018.0,37857.0,16.0,9.9,249.0,100.0,223.0,3.8,6.5,14.63,0,0,1,0
86.0,21.2,19.6,23.8,57.2,1047.0,31570.0,15.1,8.4,186.0,59.0,172.0,4.4,6.5,10.8,0,0,1,0
72.0,22.3,21.1,23.8,81.0,792.0,38036.0,15.3,8.0,181.0,87.0,250.0,0.7,6.6,22.35,0,0,0,1
61.0,,,,,,,11.1,7.7,221.0,76.0,245.0,0.2,7.0,19.85,1,0,0,0
78.0,25.5,24.4,27.0,71.0,716.0,30213.0,11.7,9.5,,,,3.6,5.8,11.41,0,0,1,0
61.0,23.2,22.0,25.4,75.6,1051.0,17813.0,10.0,9.5,184.0,114.0,219.0,1.3,5.5,11.5,0,1,0,0
62.0,27.1,25.7,28.3,83.1,819.0,13368.0,10.0,9.7,206.0,54.0,156.0,3.2,6.6,12.07,1,0,0,0
76.0,25.5,23.9,27.5,77.8,686.0,37369.0,14.7,8.5,235.0,102.0,245.0,0.0,5.8,18.34,0,0,1,0
62.0,21.7,17.8,25.2,86.5,734.0,29771.0,14.0,7.0,226.0,116.0,191.0,0.5,6.0,19.82,0,0,1,0
81.0,23.1,20.9,25.3,64.8,713.0,23942.0,12.8,8.0,,,,3.4,5.8,15.9,1,0,0,0
73.0,24.1,22.5,26.9,76.4,852.0,23862.0,10.6,5.4,215.0,66.0,168.0,0.0,5.2,19.55,1,0,0,0
62.0,25.4,24.3,27.1,70.4,841.0,40287.0,12.3,8.0,197.0,114.0,201.0,2.5,6.7,19.54,0,0,0,1
87.0,24.0,22.6,25.6,69.1,1019.0,26927.0,14.6,4.7,177.0,55.0,218.0,1.6,6.3,19.06,0,0,1,0
74.0,26.5,25.4,28.0,72.7,583.0,40713.0,13.6,5.5,158.0,64.0,155.0,0.0,6.0,20.52,0,1,0,0
85.0,21.6,18.9,24.7,74.0,720.0,17001.0,10.0,5.8,,,,3.6,6.4,17.78,0,1,0,0
73.0,23.8,20.5,27.3,73.1,659.0,25492.0,10.0,7.2,201.0,109.0,233.0,4.4,6.2,13.84,0,1,0,0
72.0,22.4,20.6,24.1,64.3,879.0,36245.0,15.8,4.5,185.0,82.0,209.0,0.9,7.3,19.99,0,1,0,0
62.0,24.6,22.5,27.7,69.3,847.0,13708.0,10.0,7.4,153.0,92.0,234.0,1.6,6.7,12.32,0,1,0,0
71.0,22.2,20.5,24.3,79.8,642.0,46946.0,15.8,4.3,175.0,72.0,195.0,1.9,6.8,22.85,0,0,0,1
87.0,26.5,24.1,28.0,85.4,651.0,21820.0,10.0,11.1,159.0,55.0,156.0,4.0,6.5,12.62,0,0,0,1
65.0,25.2,23.8,26.8,79.8,906.0,20826.0,10.0,4.7,199.0,109.0,211.0,0.9,6.4,21.53,1,0,0,0
85.0,26.8,25.8,28.1,78.2,671.0,21813.0,10.0,6.6,218.0,60.0,154.0,0.8,6.6,19.01,0,1,0,0
61.0,27.0,25.5,28.6,64.2,917.0,22757.0,10.9,7.1,228.0,59.0,228.0,0.2,5.8,17.01,0,0,1,0
77.0,26.3,25.2,27.5,62.6,644.0,27918.0,10.0,8.4,237.0,78.0,193.0,0.4,6.2,15.46,0,0,1,0
74.0,24.3,22.6,26.4,63.2,860.0,22709.0,11.5,6.1,204.0,77.0,178.0,3.5,6.2,19.65,0,0,1,0
70.0,27.5,24.5,29.4,68.1,680.0,27463.0,12.9,8.6,175.0,86.0,209.0,1.3,7.4,14.74,0,0,0,1
73.0,23.9,22.1,26.0,86.2,602.0,29611.0,10.0,4.9,195.0,67.0,221.0,2.2,6.6,19.54,1,0,0,0
88.0,25.3,24.1,27.3,80.1,1147.0,24082.0,10.0,4.9,220.0,114.0,161.0,0.6,6.0,22.77,1,0,0,0
75.0,26.0,24.5,28.5,79.6,712.0,38094.0,15.9,8.4,211.0,73.0,184.0,0.9,6.0,18.38,1,0,0,0
80.0,25.4,23.4,28.1,70.6,860.0,26856.0,15.1,8.7,223.0,119.0,220.0,1.5,6.4,16.08,0,0,1,0
72.0,22.6,21.2,25.5,62.4,379.0,32472.0,13.3,5.5,159.0,51.0,222.0,3.4,7.0,16.29,1,0,0,0
84.0,27.0,25.8,28.0,60.2,1041.0,13080.0,10.0,5.5,162.0,73.0,205.0,5.3,5.7,11.13,1,0,0,0
75.0,,,,,,,14.2,5.9,,,,3.3,6.2,19.44,0,1,0,0
82.0,25.7,24.6,26.7,75.7,638.0,44532.0,15.4,9.8,177.0,84.0,199.0,2.9,,12.33,1,0,0,0
60.0,22.5,21.3,24.3,71.6,883.0,28083.0,10.0,9.3,217.0,99.0,193.0,1.8,6.6,9.8,0,0,1,0
89.0,25.1,23.3,26.6,66.7,846.0,37204.0,13.9,9.3,205.0,115.0,199.0,0.0,6.1,14.65,1,0,0,0
87.0,24.1,21.8,26.5,90.9,759.0,19976.0,10.0,7.0,239.0,53.0,188.0,1.1,6.9,18.32,0,0,0,1
82.0,23.5,22.3,25.1,89.1,745.0,17420.0,10.1,5.6,176.0,56.0,200.0,0.5,6.9,21.33,0,0,0,1
68.0,27.2,26.2,28.7,69.4,921.0,23898.0,10.0,8.8,203.0,109.0,210.0,1.3,6.9,12.43,0,0,0,1
73.0,25.8,24.4,26.8,67.5,894.0,29373.0,12.5,5.0,241.0,87.0,187.0,2.9,6.1,20.51,1,0,0,0
84.0,22.6,20.5,24.2,73.2,835.0,41622.0,13.4,8.1,201.0,70.0,203.0,1.4,6.3,16.87,1,0,0,0
64.0,24.5,23.4,25.7,77.4,612.0,32818.0,13.2,6.0,162.0,90.0,173.0,4.5,7.2,17.92,0,0,0,1
72.0,20.1,18.2,21.2,72.2,987.0,18538.0,10.0,6.6,161.0,85.0,238.0,2.0,6.7,15.15,0,1,0,0
87.0,25.8,23.8,29.1,71.4,759.0,30409.0,12.1,5.1,243.0,94.0,174.0,0.8,6.7,23.71,0,0,1,0
73.0,26.4,23.4,28.4,69.8,658.0,29862.0,10.0,10.8,219.0,119.0,164.0,1.1,6.2,13.52,0,1,0,0
73.0,24.7,23.3,27.2,72.2,970.0,40775.0,14.6,10.2,,,,0.7,6.4,14.5,0,1,0,0
73.0,25.7,22.8,28.3,89.8,890.0,33989.0,12.7,5.5,199.0,99.0,181.0,1.0,7.1,23.77,1,0,0,0
84.0,26.9,23.9,28.4,75.7,843.0,35641.0,16.0,6.1,216.0,80.0,190.0,0.0,6.4,20.08,0,0,0,1
86.0,24.8,23.2,26.1,66.4,552.0,22805.0,10.0,9.8,226.0,91.0,228.0,0.4,5.8,13.11,1,0,0,0
65.0,22.7,21.5,24.9,89.4,886.0,28618.0,12.3,6.8,188.0,95.0,159.0,1.0,7.3,22.43,0,0,0,1
90.0,26.4,23.8,27.8,79.4,518.0,33667.0,12.3,2.8,151.0,85.0,183.0,0.5,6.5,16.66,0,0,1,0
64.0,25.8,24.5,27.0,76.8,742.0,13432.0,10.0,6.6,205.0,51.0,165.0,1.7,6.9,15.9,1,0,0,0
88.0,26.2,24.9,27.6,76.9,1004.0,37685.0,11.7,8.3,222.0,106.0,178.0,4.4,5.9,13.24,0,0,1,0
82.0,22.5,20.2,25.4,74.9,1006.0,27333.0,10.4,5.6,229.0,55.0,151.0,2.1,6.6,18.87,0,0,1,0
74.0,25.7,24.0,28.7,68.9,534.0,42980.0,15.1,7.7,211.0,102.0,204.0,2.7,7.2,17.32,0,0,0,1
85.0,28.0,26.4,30.3,65.9,480.0,37850.0,15.7,6.9,153.0,111.0,235.0,4.2,6.8,16.69,0,0,1,0
90.0,23.1,21.9,24.7,71.0,645.0,23568.0,10.0,7.7,229.0,102.0,240.0,0.9,5.8,15.62,0,1,0,0
87.0,21.1,19.9,23.8,71.3,973.0,23924.0,10.0,7.6,240.0,76.0,191.0,1.7,6.6,15.07,0,0,0,1
82.0,22.7,21.0,24.2,65.8,722.0,24857.0,10.0,7.9,230.0,119.0,181.0,1.0,6.3,17.93,0,1,0,0
